Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1779,US-2023-104075,10/21/2021,10/27/2021,Standard Class,CU-10146,Client CU-10593,Home Office,United States,Illinois,Illinois,32959,Central,FUR-FU-2778,Furniture,Furnishings,Ultra Desk Lamp,2281.73,8,0.1,429.11
1780,US-2023-102591,03/28/2021,04/02/2021,Standard Class,CU-10145,Client CU-10768,Home Office,United States,Minnesota,Minnesota,38149,Central,FUR-FU-2779,Furniture,Furnishings,Ultra Desk Lamp,1193.08,7,0.0,189.88
1781,US-2020-103580,02/14/2022,02/16/2022,Standard Class,CU-10755,Client CU-10729,Home Office,United States,Arizona,Arizona,52508,West,OFF-AR-2780,Office Supplies,Art,Ultra Desk Organizer,114.96,5,0.0,24.7
1782,US-2023-101807,08/03/2023,08/09/2023,Same Day,CU-10743,Client CU-10719,Consumer,United States,Missouri,Missouri,62841,Central,OFF-LA-2781,Office Supplies,Labels,Standard Label Set,262.28,5,0.1,19.47
1783,US-2021-100681,05/06/2020,05/08/2020,Standard Class,CU-10671,Client CU-10423,Consumer,United States,Wisconsin,Wisconsin,32211,Central,OFF-PA-2782,Office Supplies,Paper,Classic Copy Paper Ream,158.98,7,0.3,-47.1
1784,US-2021-100173,01/09/2021,01/12/2021,Second Class,CU-10609,Client CU-10134,Consumer,United States,Illinois,Illinois,87888,Central,FUR-TA-2783,Furniture,Tables,Standard Meeting Table,1194.33,4,0.0,151.05
1785,US-2021-103081,07/09/2020,07/12/2020,Second Class,CU-10650,Client CU-10192,Corporate,United States,Wisconsin,Wisconsin,98414,Central,OFF-LA-2784,Office Supplies,Labels,Pro Label Set,40.64,1,0.1,4.22
1786,US-2020-102088,06/10/2021,06/14/2021,First Class,CU-10661,Client CU-10003,Consumer,United States,Colorado,Colorado,18922,West,TEC-PH-2785,Technology,Phones,Standard Smartphone,2280.84,8,0.0,580.52
1787,US-2020-102300,05/26/2022,05/28/2022,Standard Class,CU-10606,Client CU-10621,Corporate,United States,Ohio,Ohio,32934,Central,OFF-FA-2786,Office Supplies,Fasteners,Ultra Stapler,51.13,2,0.1,13.66
1788,US-2021-102629,09/11/2020,09/14/2020,Standard Class,CU-10712,Client CU-10703,Corporate,United States,Michigan,Michigan,31474,Central,OFF-LA-2787,Office Supplies,Labels,Deluxe Label Set,357.92,8,0.0,26.32
1789,US-2020-100544,01/23/2021,01/27/2021,Standard Class,CU-10081,Client CU-10560,Corporate,United States,Virginia,Virginia,66741,East,OFF-LA-2788,Office Supplies,Labels,Premium Label Set,209.43,4,0.1,-8.64
1790,US-2020-102012,07/09/2023,07/14/2023,Standard Class,CU-10603,Client CU-10091,Home Office,United States,Louisiana,Louisiana,89726,South,OFF-FA-2789,Office Supplies,Fasteners,Premium Stapler,130.96,3,0.0,27.27
1791,US-2023-100551,02/19/2023,02/24/2023,Same Day,CU-10456,Client CU-10656,Corporate,United States,Alabama,Alabama,32451,South,TEC-MA-2790,Technology,Machines,Ultra Label Printer,3286.27,6,0.0,520.17
1792,US-2021-100125,05/03/2021,05/05/2021,Standard Class,CU-10242,Client CU-10575,Consumer,United States,Maryland,Maryland,17333,East,OFF-ST-2791,Office Supplies,Storage,Executive Storage Box,90.7,4,0.0,-5.5
1793,US-2023-101507,07/29/2021,08/02/2021,Standard Class,CU-10101,Client CU-10047,Consumer,United States,California,California,66579,West,OFF-FA-2792,Office Supplies,Fasteners,Premium Stapler,252.39,5,0.0,60.61
1794,US-2021-104185,11/13/2020,11/19/2020,Second Class,CU-10478,Client CU-10716,Corporate,United States,Utah,Utah,71763,West,OFF-LA-2793,Office Supplies,Labels,Compact Label Set,244.78,7,0.0,107.98
1795,US-2021-101325,01/23/2023,01/28/2023,Second Class,CU-10576,Client CU-10133,Consumer,United States,Louisiana,Louisiana,17711,South,OFF-AR-2794,Office Supplies,Art,Premium Desk Organizer,93.86,3,0.15,32.09
1796,US-2022-101830,05/05/2020,05/08/2020,Standard Class,CU-10324,Client CU-10737,Corporate,United States,Texas,Texas,12547,Central,OFF-FA-2795,Office Supplies,Fasteners,Executive Stapler,72.25,3,0.0,16.33
1797,US-2022-100338,08/23/2021,08/27/2021,Standard Class,CU-10675,Client CU-10449,Home Office,United States,New York,New York,49542,East,OFF-ST-2796,Office Supplies,Storage,Compact Storage Box,170.53,5,0.2,34.56
1798,US-2020-102320,11/30/2021,12/02/2021,Standard Class,CU-10353,Client CU-10563,Consumer,United States,Massachusetts,Massachusetts,11873,East,OFF-FA-2797,Office Supplies,Fasteners,Ultra Stapler,43.68,1,0.0,2.39
1799,US-2022-103566,08/01/2020,08/02/2020,First Class,CU-10327,Client CU-10658,Consumer,United States,Wisconsin,Wisconsin,57746,Central,TEC-MA-2798,Technology,Machines,Standard Label Printer,527.83,1,0.3,-1.6
1800,US-2020-101108,05/28/2022,05/30/2022,Standard Class,CU-10690,Client CU-10545,Consumer,United States,Nevada,Nevada,79543,West,TEC-PH-2799,Technology,Phones,Executive Smartphone,763.12,3,0.0,44.29
1801,US-2021-102949,12/12/2021,12/16/2021,Standard Class,CU-10616,Client CU-10766,Home Office,United States,Maryland,Maryland,25420,East,FUR-TA-2800,Furniture,Tables,Compact Meeting Table,1805.69,7,0.0,68.07
1802,US-2022-101066,11/01/2021,11/04/2021,Second Class,CU-10464,Client CU-10487,Consumer,United States,California,California,25775,West,FUR-TA-2801,Furniture,Tables,Premium Meeting Table,1454.23,6,0.15,541.38
1803,US-2023-100603,12/07/2021,12/08/2021,First Class,CU-10249,Client CU-10769,Consumer,United States,New Jersey,New Jersey,82469,East,FUR-BO-2802,Furniture,Bookcases,Deluxe Bookcase,571.93,3,0.0,113.95
1804,US-2021-104701,04/17/2023,04/19/2023,Second Class,CU-10598,Client CU-10515,Consumer,United States,Oregon,Oregon,94618,West,OFF-ST-2803,Office Supplies,Storage,Executive Storage Box,96.05,4,0.2,3.94
1805,US-2020-102264,06/08/2023,06/10/2023,Standard Class,CU-10457,Client CU-10319,Corporate,United States,Colorado,Colorado,24494,West,TEC-MA-2804,Technology,Machines,Executive Label Printer,1182.46,4,0.1,396.32
1806,US-2020-104700,12/18/2020,12/19/2020,First Class,CU-10614,Client CU-10246,Consumer,United States,New Jersey,New Jersey,62356,East,FUR-BO-2805,Furniture,Bookcases,Deluxe Bookcase,1008.34,6,0.2,108.29
1807,US-2023-103691,08/10/2021,08/11/2021,Same Day,CU-10222,Client CU-10292,Consumer,United States,Michigan,Michigan,31775,Central,OFF-ST-2806,Office Supplies,Storage,Standard Storage Box,234.79,4,0.0,59.39
1808,US-2023-102927,08/18/2021,08/24/2021,Second Class,CU-10677,Client CU-10613,Consumer,United States,Georgia,Georgia,12905,South,OFF-FA-2807,Office Supplies,Fasteners,Ultra Stapler,277.83,5,0.15,109.46
1809,US-2023-102547,11/10/2022,11/16/2022,Second Class,CU-10406,Client CU-10244,Corporate,United States,Arizona,Arizona,66651,West,OFF-FA-2808,Office Supplies,Fasteners,Premium Stapler,39.39,1,0.15,4.44
1810,US-2022-101870,02/22/2020,02/23/2020,First Class,CU-10368,Client CU-10133,Home Office,United States,Louisiana,Louisiana,40151,South,TEC-MA-2809,Technology,Machines,Compact Label Printer,3219.9,6,0.2,1309.78
1811,US-2023-101959,08/13/2021,08/17/2021,Standard Class,CU-10773,Client CU-10464,Consumer,United States,Washington,Washington,47256,West,TEC-PH-2810,Technology,Phones,Executive Smartphone,1812.06,3,0.0,174.92
1812,US-2021-103273,10/23/2021,10/24/2021,Second Class,CU-10410,Client CU-10139,Home Office,United States,Maryland,Maryland,82339,East,FUR-CH-2811,Furniture,Chairs,Compact Office Chair,1612.52,6,0.0,406.97
1813,US-2021-101161,10/07/2023,10/12/2023,Standard Class,CU-10332,Client CU-10389,Corporate,United States,Arizona,Arizona,85086,West,TEC-MA-2812,Technology,Machines,Standard Label Printer,2579.77,5,0.0,52.47
1814,US-2020-103628,12/03/2022,12/04/2022,Standard Class,CU-10090,Client CU-10768,Consumer,United States,Nevada,Nevada,59138,West,OFF-PA-2813,Office Supplies,Paper,Classic Copy Paper Ream,210.72,7,0.0,63.66
1815,US-2021-102961,08/01/2022,08/04/2022,Same Day,CU-10146,Client CU-10107,Corporate,United States,Wisconsin,Wisconsin,12948,Central,TEC-PH-2814,Technology,Phones,Standard Smartphone,1346.63,5,0.2,136.81
1816,US-2022-101466,10/09/2020,10/14/2020,First Class,CU-10035,Client CU-10504,Consumer,United States,California,California,69904,West,FUR-TA-2815,Furniture,Tables,Compact Meeting Table,321.9,1,0.0,93.58
1817,US-2021-102233,06/05/2023,06/07/2023,Second Class,CU-10529,Client CU-10176,Consumer,United States,New York,New York,77926,East,OFF-ST-2816,Office Supplies,Storage,Compact Storage Box,226.71,5,0.4,-4.28
1818,US-2020-100804,08/14/2023,08/19/2023,First Class,CU-10647,Client CU-10522,Consumer,United States,Nevada,Nevada,24785,West,OFF-PA-2817,Office Supplies,Paper,Classic Copy Paper Ream,233.44,6,0.0,81.17
1819,US-2022-102498,06/06/2021,06/12/2021,Standard Class,CU-10588,Client CU-10258,Corporate,United States,Louisiana,Louisiana,54883,South,TEC-AC-2818,Technology,Accessories,Pro Wireless Mouse,504.54,2,0.1,-80.53
1820,US-2023-102575,10/10/2020,10/13/2020,Second Class,CU-10564,Client CU-10754,Corporate,United States,Alabama,Alabama,41038,South,TEC-MA-2819,Technology,Machines,Deluxe Label Printer,2066.62,8,0.1,702.82
1821,US-2021-104069,07/20/2023,07/26/2023,Standard Class,CU-10632,Client CU-10395,Home Office,United States,Minnesota,Minnesota,13827,Central,FUR-TA-2820,Furniture,Tables,Compact Meeting Table,1821.26,5,0.0,303.12
1822,US-2021-100173,09/27/2023,10/03/2023,Standard Class,CU-10712,Client CU-10290,Consumer,United States,Texas,Texas,51474,Central,TEC-PH-2821,Technology,Phones,Ultra Smartphone,1960.31,7,0.0,356.04
1823,US-2023-103483,07/27/2022,07/28/2022,Standard Class,CU-10040,Client CU-10305,Consumer,United States,Pennsylvania,Pennsylvania,57972,East,FUR-BO-2822,Furniture,Bookcases,Premium Bookcase,2210.32,6,0.0,363.11
1824,US-2020-100884,03/30/2023,04/03/2023,Standard Class,CU-10174,Client CU-10063,Consumer,United States,Alabama,Alabama,71430,South,OFF-PA-2823,Office Supplies,Paper,Ultra Copy Paper Ream,174.4,8,0.0,15.93
1825,US-2020-102944,10/13/2020,10/14/2020,Second Class,CU-10433,Client CU-10381,Consumer,United States,Maryland,Maryland,57792,East,OFF-LA-2824,Office Supplies,Labels,Premium Label Set,191.28,7,0.0,39.71
1826,US-2022-104014,12/02/2023,12/05/2023,First Class,CU-10250,Client CU-10646,Consumer,United States,Maryland,Maryland,26766,East,TEC-PH-2825,Technology,Phones,Pro Smartphone,2635.24,5,0.0,177.06
1827,US-2023-102919,08/28/2020,08/31/2020,Standard Class,CU-10013,Client CU-10044,Corporate,United States,New York,New York,28256,East,OFF-AR-2826,Office Supplies,Art,Pro Desk Organizer,364.92,6,0.0,230.43
1828,US-2020-101212,09/18/2021,09/19/2021,Standard Class,CU-10568,Client CU-10620,Consumer,United States,California,California,17461,West,FUR-TA-2827,Furniture,Tables,Classic Meeting Table,369.04,2,0.0,43.52
1829,US-2023-104111,11/19/2023,11/22/2023,Standard Class,CU-10107,Client CU-10063,Consumer,United States,Washington,Washington,16906,West,OFF-ST-2828,Office Supplies,Storage,Compact Storage Box,193.73,7,0.0,24.07
1830,US-2020-102408,11/16/2023,11/20/2023,Standard Class,CU-10327,Client CU-10047,Consumer,United States,California,California,40575,West,FUR-BO-2829,Furniture,Bookcases,Pro Bookcase,1029.4,4,0.0,165.82
1831,US-2023-100291,09/03/2022,09/09/2022,Second Class,CU-10372,Client CU-10407,Consumer,United States,Oregon,Oregon,29430,West,OFF-LA-2830,Office Supplies,Labels,Pro Label Set,464.27,8,0.0,37.59
1832,US-2023-100507,03/04/2023,03/07/2023,Second Class,CU-10746,Client CU-10578,Consumer,United States,Pennsylvania,Pennsylvania,26644,East,OFF-BI-2831,Office Supplies,Binders,Ultra Ring Binder,94.2,4,0.0,11.4
1833,US-2020-104156,02/12/2023,02/17/2023,Standard Class,CU-10381,Client CU-10218,Consumer,United States,Washington,Washington,90469,West,OFF-LA-2832,Office Supplies,Labels,Deluxe Label Set,110.05,3,0.2,16.84
1834,US-2020-102972,03/06/2021,03/09/2021,Second Class,CU-10195,Client CU-10136,Home Office,United States,Louisiana,Louisiana,93931,South,OFF-ST-2833,Office Supplies,Storage,Executive Storage Box,23.23,1,0.15,7.74
1835,US-2020-103116,09/11/2023,09/14/2023,Standard Class,CU-10603,Client CU-10500,Consumer,United States,Oregon,Oregon,36629,West,OFF-ST-2834,Office Supplies,Storage,Ultra Storage Box,50.21,1,0.3,11.79
1836,US-2020-101748,07/17/2023,07/22/2023,Second Class,CU-10092,Client CU-10266,Corporate,United States,Utah,Utah,76382,West,OFF-LA-2835,Office Supplies,Labels,Deluxe Label Set,241.52,8,0.0,52.78
1837,US-2020-100960,12/21/2023,12/26/2023,Standard Class,CU-10326,Client CU-10611,Consumer,United States,New Jersey,New Jersey,39817,East,OFF-FA-2836,Office Supplies,Fasteners,Pro Stapler,177.75,7,0.1,28.2
1838,US-2021-102713,10/08/2023,10/13/2023,Same Day,CU-10223,Client CU-10067,Consumer,United States,Washington,Washington,93563,West,OFF-LA-2837,Office Supplies,Labels,Premium Label Set,378.14,7,0.0,124.65
1839,US-2020-104556,06/30/2022,07/06/2022,Second Class,CU-10622,Client CU-10337,Corporate,United States,Missouri,Missouri,53384,Central,TEC-PH-2838,Technology,Phones,Standard Smartphone,791.58,2,0.15,187.96
1840,US-2020-100660,12/02/2020,12/05/2020,First Class,CU-10449,Client CU-10036,Consumer,United States,Utah,Utah,87674,West,OFF-PA-2839,Office Supplies,Paper,Deluxe Copy Paper Ream,202.83,4,0.3,8.74
1841,US-2022-101086,03/02/2021,03/05/2021,Standard Class,CU-10329,Client CU-10737,Consumer,United States,New Jersey,New Jersey,27535,East,FUR-CH-2840,Furniture,Chairs,Executive Office Chair,1780.57,5,0.15,189.34
1842,US-2020-101384,04/08/2021,04/14/2021,Standard Class,CU-10710,Client CU-10162,Consumer,United States,North Carolina,North Carolina,82430,South,OFF-BI-2841,Office Supplies,Binders,Premium Ring Binder,283.5,5,0.2,108.31
1843,US-2020-101332,05/13/2023,05/16/2023,Standard Class,CU-10001,Client CU-10586,Corporate,United States,Pennsylvania,Pennsylvania,20659,East,TEC-AC-2842,Technology,Accessories,Classic Wireless Mouse,947.66,3,0.2,383.88
1844,US-2022-101222,10/25/2022,10/26/2022,Standard Class,CU-10773,Client CU-10235,Corporate,United States,Oregon,Oregon,95168,West,FUR-BO-2843,Furniture,Bookcases,Executive Bookcase,903.19,3,0.0,79.12
1845,US-2023-101383,04/18/2020,04/21/2020,Standard Class,CU-10746,Client CU-10718,Consumer,United States,North Carolina,North Carolina,75932,South,FUR-CH-2844,Furniture,Chairs,Executive Office Chair,1250.33,7,0.0,693.28
1846,US-2020-101172,10/24/2021,10/30/2021,Standard Class,CU-10006,Client CU-10154,Home Office,United States,Georgia,Georgia,10038,South,OFF-BI-2845,Office Supplies,Binders,Standard Ring Binder,96.05,2,0.1,2.12
1847,US-2023-103919,04/08/2023,04/12/2023,Second Class,CU-10094,Client CU-10428,Corporate,United States,Ohio,Ohio,47123,Central,FUR-CH-2846,Furniture,Chairs,Executive Office Chair,1108.69,7,0.3,-62.51
1848,US-2022-104486,05/15/2023,05/16/2023,Standard Class,CU-10607,Client CU-10051,Consumer,United States,California,California,31989,West,OFF-LA-2847,Office Supplies,Labels,Pro Label Set,50.87,2,0.15,13.13
1849,US-2021-102221,03/01/2020,03/02/2020,First Class,CU-10018,Client CU-10631,Consumer,United States,Nevada,Nevada,78173,West,FUR-BO-2848,Furniture,Bookcases,Executive Bookcase,536.24,3,0.0,167.25
1850,US-2023-102995,04/02/2021,04/03/2021,Second Class,CU-10347,Client CU-10503,Consumer,United States,Florida,Florida,23995,South,OFF-AR-2849,Office Supplies,Art,Classic Desk Organizer,258.27,6,0.0,19.95
1851,US-2023-100615,04/27/2021,05/02/2021,First Class,CU-10514,Client CU-10591,Home Office,United States,Minnesota,Minnesota,69143,Central,FUR-TA-2850,Furniture,Tables,Ultra Meeting Table,2203.18,8,0.1,925.3
1852,US-2020-101340,06/02/2020,06/04/2020,First Class,CU-10517,Client CU-10757,Consumer,United States,Michigan,Michigan,76190,Central,FUR-TA-2851,Furniture,Tables,Standard Meeting Table,1462.99,5,0.4,-164.39
1853,US-2020-104820,11/20/2020,11/25/2020,First Class,CU-10267,Client CU-10061,Home Office,United States,Massachusetts,Massachusetts,15795,East,FUR-TA-2852,Furniture,Tables,Deluxe Meeting Table,568.11,3,0.0,76.33
1854,US-2023-100831,07/15/2022,07/20/2022,First Class,CU-10028,Client CU-10251,Corporate,United States,Wisconsin,Wisconsin,19900,Central,OFF-FA-2853,Office Supplies,Fasteners,Pro Stapler,157.59,3,0.0,54.19
1855,US-2023-103423,12/16/2021,12/21/2021,Standard Class,CU-10652,Client CU-10401,Consumer,United States,Arizona,Arizona,20520,West,OFF-ST-2854,Office Supplies,Storage,Premium Storage Box,199.54,7,0.2,17.79
1856,US-2020-101868,11/14/2023,11/20/2023,Second Class,CU-10502,Client CU-10040,Consumer,United States,Minnesota,Minnesota,51715,Central,FUR-TA-2855,Furniture,Tables,Premium Meeting Table,2421.24,8,0.1,657.59
1857,US-2022-101794,06/28/2022,06/29/2022,Same Day,CU-10487,Client CU-10163,Home Office,United States,Texas,Texas,87972,Central,OFF-LA-2856,Office Supplies,Labels,Pro Label Set,372.84,7,0.0,43.63
1858,US-2021-101853,04/13/2021,04/16/2021,Standard Class,CU-10275,Client CU-10555,Consumer,United States,Ohio,Ohio,30225,Central,OFF-ST-2857,Office Supplies,Storage,Compact Storage Box,219.18,5,0.0,26.21
1859,US-2021-104237,05/07/2023,05/08/2023,Second Class,CU-10678,Client CU-10526,Corporate,United States,Washington,Washington,23650,West,FUR-FU-2858,Furniture,Furnishings,Ultra Desk Lamp,605.64,2,0.2,204.48
1860,US-2023-103699,04/03/2021,04/08/2021,First Class,CU-10398,Client CU-10216,Corporate,United States,Virginia,Virginia,32144,East,TEC-CO-2859,Technology,Copiers,Classic Copier,2884.21,6,0.0,805.07
1861,US-2020-100356,04/10/2020,04/15/2020,Standard Class,CU-10370,Client CU-10654,Corporate,United States,Texas,Texas,34923,Central,OFF-PA-2860,Office Supplies,Paper,Executive Copy Paper Ream,121.96,5,0.2,21.04
1862,US-2023-102655,06/17/2022,06/21/2022,Standard Class,CU-10743,Client CU-10328,Corporate,United States,New York,New York,57863,East,OFF-FA-2861,Office Supplies,Fasteners,Pro Stapler,163.18,4,0.0,-4.27
1863,US-2020-102984,07/01/2023,07/03/2023,First Class,CU-10561,Client CU-10171,Consumer,United States,Nevada,Nevada,61797,West,OFF-LA-2862,Office Supplies,Labels,Classic Label Set,260.24,5,0.0,66.42
1864,US-2021-100105,07/14/2022,07/15/2022,Standard Class,CU-10212,Client CU-10249,Home Office,United States,Virginia,Virginia,48947,East,OFF-AR-2863,Office Supplies,Art,Ultra Desk Organizer,203.99,4,0.15,4.9
1865,US-2023-103459,12/28/2022,01/02/2023,Standard Class,CU-10472,Client CU-10086,Corporate,United States,Texas,Texas,27554,Central,OFF-FA-2864,Office Supplies,Fasteners,Classic Stapler,158.74,7,0.0,21.83
1866,US-2020-101472,07/16/2023,07/18/2023,Second Class,CU-10698,Client CU-10413,Consumer,United States,Minnesota,Minnesota,48793,Central,OFF-FA-2865,Office Supplies,Fasteners,Ultra Stapler,183.94,5,0.15,66.31
1867,US-2020-103576,08/28/2021,08/29/2021,Standard Class,CU-10346,Client CU-10777,Home Office,United States,Maryland,Maryland,36124,East,FUR-CH-2866,Furniture,Chairs,Classic Office Chair,285.37,1,0.2,16.21
1868,US-2020-100196,05/30/2021,06/02/2021,Standard Class,CU-10076,Client CU-10240,Home Office,United States,Colorado,Colorado,11331,West,OFF-LA-2867,Office Supplies,Labels,Standard Label Set,26.39,1,0.0,10.08
1869,US-2022-103994,06/21/2023,06/27/2023,Standard Class,CU-10103,Client CU-10530,Consumer,United States,Missouri,Missouri,18117,Central,OFF-AR-2868,Office Supplies,Art,Standard Desk Organizer,104.86,2,0.15,27.38
1870,US-2021-104853,12/23/2021,12/28/2021,Standard Class,CU-10701,Client CU-10592,Home Office,United States,Pennsylvania,Pennsylvania,67802,East,OFF-BI-2869,Office Supplies,Binders,Ultra Ring Binder,229.95,6,0.0,104.96
1871,US-2020-103472,05/12/2022,05/16/2022,Second Class,CU-10603,Client CU-10046,Corporate,United States,Wisconsin,Wisconsin,98935,Central,FUR-CH-2870,Furniture,Chairs,Classic Office Chair,1805.89,6,0.15,314.42
1872,US-2022-101418,05/07/2021,05/12/2021,Second Class,CU-10299,Client CU-10236,Home Office,United States,Virginia,Virginia,53949,East,OFF-LA-2871,Office Supplies,Labels,Pro Label Set,123.44,5,0.0,-7.96
1873,US-2022-100710,11/04/2023,11/05/2023,Standard Class,CU-10490,Client CU-10356,Consumer,United States,Wisconsin,Wisconsin,33766,Central,OFF-LA-2872,Office Supplies,Labels,Standard Label Set,158.77,4,0.15,60.07
1874,US-2023-103723,09/10/2020,09/15/2020,Standard Class,CU-10047,Client CU-10317,Corporate,United States,Utah,Utah,79186,West,OFF-FA-2873,Office Supplies,Fasteners,Compact Stapler,348.65,7,0.1,6.8
1875,US-2023-102611,10/03/2021,10/04/2021,Second Class,CU-10197,Client CU-10358,Consumer,United States,Wisconsin,Wisconsin,64444,Central,TEC-PH-2874,Technology,Phones,Executive Smartphone,3107.81,6,0.0,-485.2
1876,US-2023-100119,03/10/2020,03/16/2020,Second Class,CU-10402,Client CU-10113,Consumer,United States,Utah,Utah,12894,West,OFF-LA-2875,Office Supplies,Labels,Premium Label Set,369.99,7,0.0,162.54
1877,US-2021-103177,11/24/2023,11/29/2023,Standard Class,CU-10479,Client CU-10176,Consumer,United States,Michigan,Michigan,48616,Central,OFF-FA-2876,Office Supplies,Fasteners,Standard Stapler,273.17,7,0.0,51.0
1878,US-2022-101710,07/02/2021,07/06/2021,First Class,CU-10341,Client CU-10226,Home Office,United States,Florida,Florida,10373,South,OFF-ST-2877,Office Supplies,Storage,Ultra Storage Box,107.44,2,0.0,46.98
1879,US-2021-100481,04/10/2023,04/15/2023,Standard Class,CU-10280,Client CU-10182,Consumer,United States,Oregon,Oregon,17262,West,TEC-CO-2878,Technology,Copiers,Pro Copier,542.15,1,0.0,126.49
1880,US-2020-103740,10/06/2020,10/11/2020,Second Class,CU-10607,Client CU-10611,Corporate,United States,Washington,Washington,47178,West,OFF-AR-2879,Office Supplies,Art,Pro Desk Organizer,40.37,1,0.3,-4.01
1881,US-2022-103874,09/01/2023,09/06/2023,First Class,CU-10338,Client CU-10095,Corporate,United States,Utah,Utah,79106,West,FUR-BO-2880,Furniture,Bookcases,Pro Bookcase,1504.31,5,0.0,22.66
1882,US-2020-104644,05/26/2022,05/29/2022,Standard Class,CU-10197,Client CU-10351,Consumer,United States,Massachusetts,Massachusetts,47562,East,FUR-TA-2881,Furniture,Tables,Premium Meeting Table,840.9,5,0.0,134.12
1883,US-2023-103187,04/03/2023,04/05/2023,Standard Class,CU-10263,Client CU-10111,Home Office,United States,New Jersey,New Jersey,44766,East,OFF-PA-2882,Office Supplies,Paper,Classic Copy Paper Ream,131.4,3,0.0,-10.46
1884,US-2021-101361,10/29/2023,11/03/2023,Standard Class,CU-10178,Client CU-10665,Consumer,United States,Florida,Florida,82552,South,OFF-ST-2883,Office Supplies,Storage,Classic Storage Box,233.37,5,0.4,-20.79
1885,US-2023-103375,01/01/2023,01/03/2023,Standard Class,CU-10556,Client CU-10338,Consumer,United States,Missouri,Missouri,82752,Central,TEC-AC-2884,Technology,Accessories,Classic Wireless Mouse,416.2,1,0.0,146.73
1886,US-2021-103085,03/26/2023,04/01/2023,Second Class,CU-10114,Client CU-10659,Consumer,United States,Oregon,Oregon,35225,West,OFF-FA-2885,Office Supplies,Fasteners,Standard Stapler,139.62,4,0.0,38.29
1887,US-2022-104270,09/23/2022,09/28/2022,First Class,CU-10406,Client CU-10362,Home Office,United States,Virginia,Virginia,51440,East,OFF-ST-2886,Office Supplies,Storage,Compact Storage Box,247.44,6,0.0,50.18
1888,US-2023-101431,09/22/2022,09/24/2022,First Class,CU-10146,Client CU-10319,Consumer,United States,California,California,38397,West,OFF-LA-2887,Office Supplies,Labels,Ultra Label Set,313.01,6,0.0,50.87
1889,US-2023-100911,09/07/2023,09/11/2023,Same Day,CU-10482,Client CU-10181,Consumer,United States,California,California,17127,West,OFF-AR-2888,Office Supplies,Art,Premium Desk Organizer,119.9,5,0.0,24.81
1890,US-2022-101278,11/07/2021,11/12/2021,Standard Class,CU-10133,Client CU-10723,Corporate,United States,Missouri,Missouri,96314,Central,OFF-AR-2889,Office Supplies,Art,Standard Desk Organizer,111.07,3,0.0,38.25
1891,US-2023-102407,01/01/2023,01/07/2023,Standard Class,CU-10753,Client CU-10058,Consumer,United States,Oregon,Oregon,33759,West,OFF-FA-2890,Office Supplies,Fasteners,Premium Stapler,26.87,1,0.2,5.36
1892,US-2020-101924,12/08/2021,12/09/2021,Standard Class,CU-10348,Client CU-10038,Consumer,United States,Arizona,Arizona,43492,West,OFF-PA-2891,Office Supplies,Paper,Ultra Copy Paper Ream,457.17,8,0.15,99.61
1893,US-2022-103394,10/13/2021,10/15/2021,Standard Class,CU-10412,Client CU-10211,Home Office,United States,Ohio,Ohio,77465,Central,OFF-LA-2892,Office Supplies,Labels,Ultra Label Set,72.1,2,0.0,12.94
1894,US-2022-104434,08/24/2022,08/30/2022,Standard Class,CU-10228,Client CU-10754,Consumer,United States,Texas,Texas,32774,Central,OFF-ST-2893,Office Supplies,Storage,Compact Storage Box,247.66,7,0.4,-48.94
1895,US-2022-101150,06/17/2022,06/18/2022,Standard Class,CU-10756,Client CU-10696,Corporate,United States,Maryland,Maryland,40757,East,OFF-ST-2894,Office Supplies,Storage,Standard Storage Box,56.01,2,0.1,10.6
1896,US-2022-103462,05/29/2022,06/03/2022,Standard Class,CU-10186,Client CU-10432,Corporate,United States,Massachusetts,Massachusetts,98112,East,OFF-ST-2895,Office Supplies,Storage,Pro Storage Box,120.04,5,0.2,38.89
1897,US-2020-102480,09/26/2022,10/01/2022,First Class,CU-10726,Client CU-10125,Consumer,United States,Arizona,Arizona,36385,West,OFF-ST-2896,Office Supplies,Storage,Classic Storage Box,83.8,3,0.2,-5.73
1898,US-2021-103521,08/22/2022,08/27/2022,Standard Class,CU-10568,Client CU-10140,Corporate,United States,Tennessee,Tennessee,38193,South,OFF-LA-2897,Office Supplies,Labels,Pro Label Set,229.08,8,0.0,-0.19
1899,US-2022-100930,11/13/2022,11/17/2022,Second Class,CU-10616,Client CU-10009,Consumer,United States,Pennsylvania,Pennsylvania,14546,East,OFF-FA-2898,Office Supplies,Fasteners,Executive Stapler,203.65,5,0.0,49.59
1900,US-2020-101164,08/08/2020,08/09/2020,Second Class,CU-10525,Client CU-10011,Corporate,United States,Georgia,Georgia,70594,South,TEC-MA-2899,Technology,Machines,Executive Label Printer,301.61,1,0.0,52.9
1901,US-2022-103386,03/25/2022,03/29/2022,Standard Class,CU-10324,Client CU-10748,Home Office,United States,Minnesota,Minnesota,20002,Central,TEC-AC-2900,Technology,Accessories,Pro Wireless Mouse,1150.85,3,0.0,-33.69
